install_date,player_id,country,device_brand,is_organic,var_01,var_02,var_03,var_04,var_05,var_06,var_07,var_08,var_09,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20,var_21,var_22,var_23,var_24,var_25,var_26,var_27,var_28,var_29,var_30,var_31,var_32,var_33,var_34,var_35,var_36,var_37,var_38,var_39,var_40,var_41,var_42,revenue_d30
19/10/22,pl000e60317f,South Africa,NA,0,10,NA,NA,NA,NA,NA,NA,NA,141.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0
13/10/22,pl0011e2cd7e,Switzerland,samsung,0,12,NA,NA,NA,NA,NA,NA,NA,324.3333333,11,5,NA,15,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,4561,2,87,7834,11,10,1,4452,7834,87,0,1102,0
18/10/22,pl009b699558,United States,motorola,0,10,NA,NA,NA,NA,NA,NA,NA,237.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188,0
11/10/22,pl009530000,Argentina,samsung,0,12,NA,NA,1,1,NA,NA,1,392.5058824,22,2,NA,21,1,NA,2,NA,NA,NA,1,15,NA,8,NA,3,3,1,NA,1,2,13128,11,384,34766,19,11,2,4225,9480,70,0,580,0
11/10/22,pl00fab0203c,Canada,LGE,1,10,1,3,NA,NA,1,NA,28,508.3389831,2,0,NA,14,1,NA,1,3,NA,NA,1,7,NA,1,NA,10,9,1,NA,1,2,7620,10,123,20022,16,11,1,3210,10292,63,0,388,0
16/10/22,pl0028ea1628,United States,samsung,1,12,NA,NA,NA,NA,NA,NA,NA,317.5,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1349,2,0,2080,5,2,1,580,80,0,0,580,0
03/10/22,pl00e4d95a87,Germany,Xiaomi,0,12,10,12,2,1,NA,NA,24,177.1428571,9,1,NA,199,1,1,3,NA,NA,NA,NA,13,NA,55,1,5,1,1,2,1,3,16611,16,234,47252,24,18,6,8306,18740,182,0,185,0
17/10/22,pl0002a8ee21,Russia,NA,0,12,NA,NA,NA,NA,NA,NA,NA,237.255814,15,1,NA,17,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,1,9936,6,119,13228,13,11,4,5099,6018,53,0,316,0
18/10/22,pl0052a8a67c,Sri Lanka,incar,0,12,NA,NA,NA,NA,NA,NA,NA,381.5714286,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0
14/10/22,pl00f8317b19,United States,samsung,0,10,NA,NA,NA,NA,NA,NA,NA,202.25,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1293,0
17/10/22,pl00adf7133b,United States,NA,0,8,NA,NA,NA,NA,NA,NA,NA,340.7142857,21,0,NA,6,NA,NA,1,NA,NA,NA,1,NA,NA,2,NA,1,1,NA,NA,NA,1,2876,2,9,10565,10,10,2,2876,10565,9,0,467,0
18/10/22,pl000e8d4986,Pakistan,samsung,0,12,NA,NA,NA,NA,NA,NA,NA,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,1,287,80,6,0,120,0
18/10/22,pl00b6e3e740,Italy,samsung,1,10,NA,NA,NA,NA,NA,NA,NA,543,20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,7,1,1078,4410,41,0,3,0
18/10/22,pl003f0933cb,United States,OnePlus,0,10,NA,NA,NA,NA,NA,NA,NA,839,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,2,2,NA,NA,NA,1,NA,NA,NA,NA,NA,11,3,3031,9870,53,0,19,0
07/10/22,pl007c2d8329,Italy,Xiaomi,0,12,6,11,1,NA,1,NA,37,346.2032967,22,5,NA,68,1,1,3,5,NA,NA,1,14,NA,31,1,NA,1,1,2,1,2,16699,13,407,38610,23,11,1,3048,5960,98,0,841,0
18/10/22,pl009107e1b0,Morocco,samsung,1,10,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,0
18/10/22,pl009c9383d0,Tunisia,NA,0,10,NA,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,0
15/10/22,pl000028fd1e,Germany,samsung,0,10,NA,NA,NA,NA,NA,NA,NA,297.8,16,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,5,1,911,2080,18,0,664,0
18/10/22,pl00b5cf3cab,United States,FIH,0,12,NA,NA,NA,NA,NA,NA,NA,579.9,NA,NA,NA,4,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,459,0
18/10/22,pl00e7aab94f,Ukraine,OPPO,1,12,NA,NA,NA,NA,NA,NA,NA,282.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278,0
09/10/22,pl00b5c591b6,Netherlands,samsung,1,12,NA,NA,NA,NA,NA,NA,1,523.5263158,19,1,NA,5,NA,NA,2,NA,NA,NA,1,2,NA,NA,NA,1,2,1,NA,1,2,5652,5,13,14610,14,11,3,3175,4410,4,0,1373,0
16/10/22,pl001a699fc9,Germany,NA,0,10,NA,NA,NA,NA,NA,NA,NA,261.2631579,22,6,NA,4,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,2,1,NA,NA,1,4185,3,4,13110,11,9,1,2464,10110,3,0,654,0
17/10/22,pl00789a4636,United Kingdom,samsung,0,12,NA,NA,NA,NA,NA,NA,NA,676.0384615,9,1,NA,12,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,3,1,NA,NA,1,16531,3,3,14293,13,13,3,16531,14293,3,0,699,0
18/10/22,pl002dae46f9,Italy,Xiaomi,0,10,NA,NA,NA,NA,NA,NA,NA,300.6315789,19,1,NA,8,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,8,3,2180,4440,6,0,938,0
18/10/22,pl0072968cb0,United States,samsung,0,12,NA,NA,NA,NA,NA,NA,NA,415.5,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,5,2,1022,2080,5,0,986,0
17/10/22,pl00e0e0ffbc,Pakistan,OnePlus,0,10,NA,NA,NA,NA,NA,NA,NA,29,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,59,2,0,0,1,1,2,59,0,0,0,55,0
18/10/22,pl0027f1a7db,India,NA,0,10,NA,NA,NA,NA,NA,NA,NA,519.3,NA,NA,NA,3,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,2,1,1,NA,NA,1,NA,NA,NA,NA,NA,5,1,1441,2080,24,0,1024,0
08/10/22,pl00bb26e519,Egypt,realme,1,10,NA,NA,NA,NA,NA,NA,1,250.1294118,17,6,NA,8,NA,NA,2,1,NA,NA,1,3,NA,NA,NA,1,1,1,NA,1,2,9910,8,137,18179,14,12,2,5927,12929,111,0,171,0
18/10/22,pl0054cbe7ac,Romania,samsung,1,10,NA,NA,NA,NA,NA,NA,NA,223.5,NA,NA,NA,6,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,439,0
18/10/22,pl005bc7ddc6,Turkey,samsung,0,10,NA,NA,NA,NA,NA,NA,NA,339,NA,NA,NA,13,NA,NA,1,NA,NA,NA,1,2,NA,NA,NA,3,2,NA,NA,NA,1,NA,NA,NA,NA,NA,12,1,4639,13272,24,0,1163,0
18/10/22,pl009441a552,Kuwait,HUAWEI,0,12,NA,NA,NA,NA,NA,NA,NA,455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,719,0
18/10/22,pl007929aa12,Greece,Xiaomi,0,10,NA,NA,NA,NA,NA,NA,NA,410.6666667,NA,NA,NA,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1793,0
13/10/22,pl00ea6c4310,Nigeria,asus,0,10,NA,NA,NA,NA,NA,NA,NA,571.3333333,23,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,2274,2,46,4410,7,NA,NA,NA,NA,NA,NA,855,0
18/10/22,pl0082efc9bf,India,samsung,0,12,NA,NA,NA,NA,NA,NA,NA,361.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473,0
08/10/22,pl000c1bb90a,India,Xiaomi,1,10,NA,NA,NA,NA,NA,NA,NA,282.6363636,11,0,NA,7,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,1,2,2488,5,73,9173,9,3,2,771,160,7,0,195,0
01/10/22,pl00e3f277a0,Hungary,NA,0,12,1,4,NA,NA,NA,NA,9,714.4579439,9,0,NA,57,NA,NA,3,NA,NA,NA,1,9,NA,NA,NA,5,1,NA,NA,1,3,NA,NA,NA,NA,NA,11,3,8964,8829,29,0,3540,0
18/10/22,pl00b1cdf8ce,Singapore,OPPO,0,10,NA,NA,NA,NA,NA,NA,NA,690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,690,0
16/10/22,pl000eb29f29,Germany,samsung,0,12,NA,NA,NA,NA,NA,NA,NA,289.0588235,18,0,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,1,4634,2,47,6388,11,11,2,4634,6388,47,0,226,0
09/10/22,pl00acc228a0,India,Xiaomi,1,12,NA,NA,NA,NA,NA,NA,NA,97.1641791,10,3,NA,54,NA,NA,2,NA,NA,NA,1,2,NA,3,NA,3,2,1,NA,1,2,2720,3,40,7014,9,8,1,1583,4210,0,0,1536,0
17/10/22,pl00232d104b,India,OnePlus,0,12,NA,NA,NA,NA,NA,NA,NA,364.3333333,NA,NA,NA,2,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169,0
10/10/22,pl009a7f1bc4,France,Google,1,10,NA,NA,NA,NA,NA,NA,NA,180.75,18,1,NA,13,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,3,NA,NA,1,1,NA,NA,NA,NA,NA,8,2,2744,4686,21,0,286,0
17/10/22,pl0081ea4ca9,Kazakhstan,vivo,0,12,NA,NA,NA,NA,NA,NA,NA,250.2380952,9,1,NA,6,NA,NA,1,NA,NA,NA,1,NA,NA,NA,2,3,3,1,NA,NA,1,4917,4,71,12006,12,10,3,2922,4277,46,0,2044,0
18/10/22,pl0021ea9441,India,Xiaomi,0,12,NA,NA,NA,NA,NA,NA,NA,425.3333333,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186,0
17/10/22,pl00b25eb33a,Indonesia,Xiaomi,1,10,NA,NA,NA,NA,NA,NA,NA,587.3571429,20,0,NA,7,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,3,1,NA,NA,1,6706,4,2,5480,12,11,2,5089,4400,0,0,480,0
18/10/22,pl00d917d641,Spain,Xiaomi,0,10,NA,NA,NA,NA,NA,NA,NA,304.9166667,21,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,9,1,2284,4410,5,0,143,0
18/10/22,pl000d4fe22e,United Kingdom,motorola,0,10,NA,NA,NA,NA,NA,NA,NA,724,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,9,1,2280,4410,5,0,1876,0
18/10/22,pl00d42c51a7,Philippines,samsung,0,10,NA,NA,NA,NA,NA,NA,NA,319.7619048,NA,NA,NA,8,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,3,2,1,NA,NA,1,NA,NA,NA,NA,NA,11,2,4076,12870,23,0,225,0
18/10/22,pl003e509a0b,Jamaica,samsung,0,12,NA,NA,NA,NA,NA,NA,NA,226.5714286,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,9,2,1803,4320,68,0,32,0
18/10/22,pl0042aa08fe,France,Xiaomi,1,12,NA,NA,NA,NA,NA,NA,NA,208.5,15,2,NA,9,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,7,1,1195,4370,23,0,1195,0
15/10/22,pl0090e232e4,Ukraine,Xiaomi,0,12,NA,NA,NA,NA,NA,NA,NA,139,21,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,241,2,0,80,2,2,2,241,80,0,0,60,0
14/10/22,pl0020accaa8,Thailand,realme,1,10,NA,NA,NA,NA,NA,NA,NA,612.8666667,13,5,NA,12,NA,NA,2,NA,NA,NA,1,1,NA,NA,NA,4,1,1,NA,NA,1,5380,2,20,12060,13,13,2,5380,12060,20,0,2842,0
09/10/22,pl002672d699,United States,TECNO MOBILE LIMITED,1,12,NA,NA,NA,NA,NA,NA,1,143.2777778,11,0,NA,15,NA,NA,1,NA,NA,NA,NA,4,NA,NA,NA,NA,1,NA,NA,1,2,NA,NA,NA,NA,NA,14,7,6274,6348,16,0,29,0
14/10/22,pl001ee96aa9,India,realme,1,10,NA,NA,NA,NA,NA,NA,NA,290.25,16,5,NA,3,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,6,1,NA,NA,1,5114,8,99,12228,11,9,5,3373,9368,63,0,49,0
18/10/22,pl00d6f1e408,Germany,samsung,0,10,NA,NA,NA,NA,NA,NA,NA,341.6666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0
18/10/22,pl005ef42417,India,OnePlus,0,12,NA,NA,NA,NA,NA,NA,NA,497.5,NA,NA,NA,3,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,0
17/10/22,pl0081a16dcb,Chile,motorola,1,10,NA,NA,NA,NA,NA,NA,NA,21.5,16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,42,0,0,0,2,0
18/10/22,pl000ba65c09,Iran,Xiaomi,1,10,NA,NA,NA,NA,NA,NA,NA,412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,0
18/10/22,pl001a1bba88,United States,samsung,0,10,NA,NA,NA,NA,NA,NA,NA,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321,0
18/10/22,pl00f81f2b9f,India,realme,0,12,NA,NA,NA,NA,NA,NA,NA,517.2857143,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0
16/10/22,pl0078c0a5f2,Russia,DEXP,1,10,NA,NA,NA,NA,NA,NA,NA,85.125,14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,110,4,0,0,1,1,3,80,0,0,0,28,0
18/10/22,pl0023af1cc9,United States,samsung,0,12,NA,NA,NA,NA,NA,NA,NA,617.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1148,0
18/10/22,pl001eb3b3fc,Hong Kong,samsung,1,12,NA,NA,NA,NA,NA,NA,NA,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,241,0
02/10/22,pl0059d35a3b,India,OPPO,0,10,NA,NA,NA,NA,NA,NA,NA,289.5384615,13,0,NA,3,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,2,4559,7,55,8810,12,12,6,3950,8810,55,0,374,0
10/10/22,pl0032fef3d9,Romania,samsung,1,10,NA,NA,NA,NA,NA,NA,NA,517.8,21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,2,5111,4,13,80,8,8,2,4141,80,13,0,1719,0
16/10/22,pl00a8e8a9b2,Greece,samsung,0,12,NA,NA,NA,NA,NA,NA,NA,222.8484848,11,1,NA,10,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,NA,1,2485,2,60,4305,9,7,1,1992,4305,45,0,1275,0
18/10/22,pl00a6435e5b,Russia,HUAWEI,1,10,NA,NA,NA,NA,NA,NA,NA,907.5,20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,1,NA,NA,NA,NA,NA,8,1,2018,4410,35,0,205,0
18/10/22,pl0049db1981,United Kingdom,OPPO,0,10,NA,NA,NA,NA,NA,NA,NA,369.3333333,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,595,0
18/10/22,pl00a8074048,Vietnam,HMD Global,1,10,NA,NA,NA,NA,NA,NA,NA,471.625,NA,NA,NA,4,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,2,1,NA,NA,1,NA,NA,NA,NA,NA,15,5,7537,14680,85,0,3432,0
18/10/22,pl00078b8c9a,Pakistan,samsung,0,12,NA,NA,NA,NA,NA,NA,NA,112.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0
12/10/22,pl001363b3e3,Serbia,NA,0,12,NA,NA,NA,NA,NA,NA,NA,301.84,14,2,NA,6,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,2,1,NA,1,2,2863,3,8,4750,9,8,2,1774,4410,3,0,1,0
16/10/22,pl0070d7ff2a,United Kingdom,motorola,0,12,NA,NA,NA,NA,NA,NA,NA,191.5,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,767,2,38,4260,7,7,2,767,4260,38,0,96,0
13/10/22,pl00b43059f2,Indonesia,OPPO,0,12,NA,NA,NA,NA,NA,NA,NA,366,18,5,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1012,2,11,2160,6,6,2,1012,2160,11,0,382,0
16/10/22,pl0019d24478,Egypt,Xiaomi,1,10,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0
01/10/22,pl0098d13759,Thailand,OPPO,0,10,NA,NA,NA,NA,NA,NA,NA,384.5555556,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,0
18/10/22,pl005a059e8b,Brazil,motorola,0,10,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,0
18/10/22,pl0052f04669,Philippines,OPPO,0,10,NA,NA,NA,NA,NA,NA,NA,74.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170,0
10/10/22,pl008b6a763e,Germany,HUAWEI,1,10,NA,NA,1,NA,NA,NA,22,488.4468085,4,1,NA,17,NA,NA,2,NA,NA,NA,1,11,NA,NA,1,NA,4,1,NA,1,2,10661,7,83,23866,17,13,2,5399,12546,34,0,289,0
18/10/22,pl0072159ca2,Thailand,NA,0,12,NA,NA,NA,NA,NA,NA,NA,71.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0
06/10/22,pl0055b0fe8f,Philippines,Cherry_Mobile,0,12,NA,NA,NA,NA,NA,NA,NA,246.6,10,4,NA,27,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,1,1,1,NA,1,2,8872,6,121,7647,13,13,6,8872,7647,121,0,16,0
18/10/22,pl006ae7ba76,France,realme,1,10,NA,NA,NA,NA,NA,NA,NA,17.94117647,14,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,74,0,0,0,5,0
15/10/22,pl00e42fe8e0,Israel,Xiaomi,0,10,NA,NA,NA,NA,NA,NA,NA,218.8888889,21,5,NA,11,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,2,2,NA,NA,NA,1,3389,3,64,11126,11,11,3,3389,11126,64,0,1834,0
18/10/22,pl004c8585a9,Russia,INFINIX,1,12,NA,NA,NA,NA,NA,NA,NA,259.0526316,NA,NA,NA,7,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,10,2,3764,5328,9,0,44,0
02/10/22,pl000ae558c9,Thailand,HUAWEI,0,12,1,NA,NA,NA,NA,NA,6,285.4449339,3,0,NA,56,NA,NA,4,5,NA,NA,1,11,NA,NA,NA,9,11,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
18/10/22,pl00f9c8f5b6,Brazil,motorola,0,12,NA,NA,NA,NA,NA,NA,NA,91.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,53,0,0,0,53,0
18/10/22,pl00ef9854a1,Italy,NA,0,10,NA,NA,NA,NA,NA,NA,NA,1009.5,22,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,9,1,2550,5030,67,0,531,0
13/10/22,pl001b875b47,Philippines,INFINIX MOBILITY LIMITED,1,10,NA,NA,NA,NA,NA,NA,NA,346.0833333,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,3,1,658,80,0,0,7,0
14/10/22,pl005a0d9dc5,Azerbaijan,Xiaomi,1,10,NA,NA,NA,NA,NA,NA,NA,231.5,13,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1367,3,38,4410,7,7,3,1367,4410,38,0,786,0
18/10/22,pl0068e1ed28,India,samsung,0,10,NA,NA,NA,NA,NA,NA,NA,119.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2,923,80,0,0,1,0
18/10/22,pl00b7938bfe,United States,samsung,0,10,NA,NA,NA,NA,NA,NA,NA,413.75,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,8,1,1384,4210,41,0,1384,0
18/10/22,pl003d6bd609,Indonesia,samsung,0,10,NA,NA,NA,NA,NA,NA,NA,254.8,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,0
16/10/22,pl00f9068025,Macao,samsung,1,12,NA,NA,NA,NA,NA,NA,NA,211.5555556,15,0,NA,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2,1,NA,NA,1,NA,NA,NA,NA,NA,14,1,5481,14860,58,0,810,0
18/10/22,pl008d556bd2,United States,samsung,0,10,NA,NA,NA,NA,NA,NA,NA,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,0
18/10/22,pl004e01d55e,Indonesia,samsung,1,12,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,0
18/10/22,pl0003c73ce0,India,OnePlus,0,10,NA,NA,NA,NA,NA,NA,NA,510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,710,0
18/10/22,pl00ee79f7ce,Indonesia,vivo,0,10,NA,NA,NA,NA,NA,NA,NA,399,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1348,0
